timestamp,action,side,price,quantity,rsi,ema_fast,ema_slow,ema_trend,trend_direction,stop_loss,take_profit,reason,pnl_pct,pnl_usdt,balance_before,balance_after,trade_duration_hours,signal_confirmed,confirmation_time_hours,pullback_type
2026-05-12T04:43:43.084637,OPEN,long,81272.71,0.000156,55.47574515133375,81077.14101665627,80466.60162731489,77069.49651098433,bullish,79647.2558,84523.6184,Swing Long + EMA Filter,,,409.26766985,,,NO,0,Unknown
2026-05-13T01:46:10.556098,OPEN,long,81136.11,0.000151,47.699849055453065,80925.19462592671,80500.66765980031,77330.33200123391,bullish,79513.3878,85192.9155,Swing Long + EMA Filter,,,397.09950485,,,NO,0,Unknown
