timestamp,action,side,price,quantity,rsi,ema_fast,ema_slow,ema_trend,trend_direction,stop_loss,take_profit,reason,pnl_pct,pnl_usdt,balance_before,balance_after,trade_duration_hours,signal_confirmed,confirmation_time_hours,pullback_type
2025-12-04T20:12:20.734172,OPEN,short,91903.21,0.000213,57.637418419144424,91570.49602387205,90620.65723714729,95025.58409852223,neutral,94660.30630000001,86389.0174,Swing Short + EMA Filter,,,653.69174385,,,NO,0,Unknown
