timestamp,price,rsi,volume,ema_fast,ema_slow,ema_trend,trend_direction,signal,in_position,position_side,unrealized_pnl_pct,pending_signal
2026-05-29T12:42:23.548726,73256.83,23.05,270.457720,74438.51,75624.13,77428.63,bearish,,False,,0.0000,
2026-05-29T13:12:32.944552,73160.58,22.62,559.589400,74429.76,75620.36,77427.67,bearish,,False,,0.0000,
2026-05-29T13:25:46.101474,72979.13,21.85,757.567850,74413.26,75613.24,77425.86,bearish,,False,,0.0000,
2026-05-29T13:55:56.107457,73144.01,22.55,1260.406960,74428.25,75619.71,77427.50,bearish,,False,,0.0000,
2026-05-29T14:25:56.560625,72698.69,20.76,1836.616560,74387.77,75602.24,77423.07,bearish,,False,,0.0000,
2026-05-29T14:55:56.963229,72972.32,21.82,2683.065430,74412.64,75612.97,77425.80,bearish,,False,,0.0000,
2026-05-29T15:25:57.380860,73484.0,24.14,3672.598660,74459.16,75633.04,77430.89,bearish,,False,,0.0000,
2026-05-29T15:55:57.748247,73776.38,28.44,4593.109910,74485.74,75644.51,77433.80,bearish,,False,,0.0000,
2026-05-29T16:25:58.192478,73588.83,28.82,480.641030,74406.84,75565.09,77395.22,bearish,,False,,0.0000,
2026-05-29T16:55:58.581317,73980.0,32.46,1050.192500,74442.40,75580.43,77399.11,bearish,,False,,0.0000,
2026-05-29T17:25:59.224701,74200.01,35.25,3746.769840,74462.40,75589.06,77401.30,bearish,,False,,0.0000,
2026-05-29T17:56:08.677309,73934.01,31.84,4058.315870,74438.22,75578.63,77398.66,bearish,,False,,0.0000,
2026-05-29T18:26:09.122869,73856.68,30.79,4336.567890,74431.19,75575.60,77397.89,bearish,,False,,0.0000,
2026-05-29T18:56:09.520447,73400.0,27.80,5101.796940,74389.67,75557.69,77393.34,bearish,,False,,0.0000,
2026-05-29T19:26:09.929824,73336.07,27.47,5359.102910,74383.86,75555.18,77392.71,bearish,,False,,0.0000,
2026-05-29T19:51:36.080338,73637.7,29.10,5550.030170,74411.28,75567.01,77395.71,bearish,,False,,0.0000,
2026-05-29T20:21:46.552071,73684.06,33.37,71.170720,74335.46,75488.70,77278.92,bearish,,False,,0.0000,
2026-05-29T20:51:46.940604,73708.4,33.70,141.439040,74337.68,75489.65,77279.16,bearish,,False,,0.0000,
2026-05-29T21:21:47.367789,73677.29,33.28,292.642510,74334.85,75488.43,77278.86,bearish,,False,,0.0000,
2026-05-29T21:51:47.771842,73476.11,30.80,534.000250,74316.56,75480.55,77276.85,bearish,,False,,0.0000,
2026-05-29T22:21:48.152499,73533.92,31.28,989.255930,74321.81,75482.81,77277.43,bearish,,False,,0.0000,
2026-05-29T22:51:48.546572,73420.01,30.45,1158.088710,74311.46,75478.35,77276.30,bearish,,False,,0.0000,
2026-05-29T23:21:48.930052,73396.0,30.30,1317.894610,74309.28,75477.40,77276.06,bearish,,False,,0.0000,
2026-05-29T23:51:49.575796,73473.99,30.79,1477.083270,74316.37,75480.46,77276.83,bearish,,False,,0.0000,
2026-05-30T00:21:58.130496,73516.01,33.25,168.478990,74242.51,75402.93,77249.81,bearish,,False,,0.0000,
2026-05-30T00:51:58.554371,73528.46,33.43,322.367920,74243.65,75403.42,77249.94,bearish,,False,,0.0000,
2026-05-30T01:21:59.134646,73597.98,34.42,738.062010,74249.97,75406.15,77250.63,bearish,,False,,0.0000,
2026-05-30T01:51:59.538817,73604.01,34.50,900.122190,74250.51,75406.38,77250.69,bearish,,False,,0.0000,
2026-05-30T02:21:59.922208,73643.86,35.05,1016.537800,74254.14,75407.95,77251.08,bearish,,False,,0.0000,
2026-05-30T02:52:00.347374,73729.0,36.19,1158.047790,74261.88,75411.29,77251.93,bearish,,False,,0.0000,
2026-05-30T03:22:00.804114,73732.23,36.23,1343.534880,74262.17,75411.41,77251.96,bearish,,False,,0.0000,
2026-05-30T03:52:01.490209,73560.33,33.89,1524.877240,74246.54,75404.67,77250.25,bearish,,False,,0.0000,
2026-05-30T04:22:10.246694,73402.91,37.36,110.115600,74166.85,75324.78,77169.14,bearish,,False,,0.0000,
2026-05-30T04:52:10.635541,73375.69,37.12,395.793120,74164.37,75323.71,77168.86,bearish,,False,,0.0000,
2026-05-30T05:22:11.248969,73547.77,38.85,698.642750,74180.02,75330.46,77170.58,bearish,,False,,0.0000,
2026-05-30T05:52:11.686107,73608.9,39.76,821.058280,74185.57,75332.86,77171.18,bearish,,False,,0.0000,
2026-05-30T06:22:12.108034,73600.04,39.63,1091.256960,74184.77,75332.51,77171.10,bearish,,False,,0.0000,
2026-05-30T06:52:12.517203,73609.35,39.77,1215.349560,74185.62,75332.87,77171.19,bearish,,False,,0.0000,
2026-05-30T07:22:17.489782,73532.01,38.61,1386.977210,74178.58,75329.84,77170.42,bearish,,False,,0.0000,
2026-05-30T07:52:19.081386,73532.7,38.62,1456.088860,74178.65,75329.87,77170.43,bearish,,False,,0.0000,
