timestamp,action,side,price,quantity,rsi,stop_loss,take_profit,reason,pnl_pct,pnl_usdt,balance_before,balance_after,trade_duration_mins,signal_confirmed,confirmation_time_mins,recovered
2025-07-07T01:18:00.364443,OPEN,long,108921.51,2.4e-05,39.62933412798299,106743.07979999999,113278.3704,RSI Oversold + Confirmación,,,133.04327436,,,YES,0,NO
2025-07-07T13:23:09.785135,OPEN,long,108259.99,0.000139,35.51140511461345,106094.7902,112590.38960000001,RSI Oversold + Confirmación,,,118.96947436,,,YES,0,NO
2025-07-07T13:31:45.034502,CLOSE,long,108360.01,0.000139,46.867420575112924,,,"Cambio de Tendencia: Tendencia bajista confirmada: 2 períodos, -0.12%",0.09238870241904651,0.10991435363596425,,118.96947436,8.58748945,,0,
2025-07-07T15:36:52.050429,OPEN,short,108479.99,0.00011,66.87011253099425,110649.5898,104140.7904,RSI Overbought + Confirmación,,,130.89034046,,,YES,0,NO
2025-07-07T15:43:56.159028,CLOSE,short,108456.7,0.00011,73.35293405129252,,,"Cambio de Tendencia: Tendencia alcista: 1 períodos, 0.05%, rise desde min: 0.05%",0.107346986296773,0.12770006234349618,,118.96008146,7.06847665,,0,
2025-07-07T15:51:31.471523,OPEN,short,108400.0,0.00011,63.01373255569227,110568.0,104064.0,RSI Overbought + Confirmación,,,130.87215746,,,YES,0,NO
2025-07-07T16:07:40.356020,CLOSE,short,108291.57,0.00011,53.863962325944364,,,"Cambio de Tendencia: Tendencia alcista: 1 períodos, 0.03%, rise desde min: 0.03%",0.5001383763837316,0.5949573123262901,,118.95854036,16.14807495,,0,
2025-07-07T16:23:20.284566,OPEN,long,108139.99,0.00011,33.62973652656504,105977.1902,112465.5896,RSI Oversold + Confirmación,,,118.95854036,,,YES,0,NO
2025-07-07T16:24:21.248278,CLOSE,long,108129.28,0.00011,33.25184656706389,,,"Cambio de Tendencia: Tendencia bajista: 1 períodos, -0.07%, drop desde max: 0.07%",-0.04951914643235311,-0.0647912804933789,,130.84086694,1.0160618666666668,,0,
2025-07-07T16:40:01.231765,OPEN,long,108237.87,0.000121,33.39444557615248,106073.1126,112567.3848,RSI Oversold + Confirmación,,,130.84086694,,,YES,0,NO
2025-07-07T16:41:02.199421,CLOSE,long,108236.97,0.000121,33.3265361609573,,,"Cambio de Tendencia: Tendencia bajista: 1 períodos, -0.04%, drop desde max: 0.04%",-0.004157509751412233,-0.005439721801862805,,130.84086694,1.0161276,,0,
2025-07-07T17:07:49.997270,OPEN,long,107972.65,0.000121,36.96697137084295,105813.19699999999,112291.556,RSI Oversold + Confirmación,,,130.84086694,,,YES,0,NO
2025-07-07T17:09:51.675006,CLOSE,long,107887.25,0.000121,32.253375597625705,,,"Cambio de Tendencia: Tendencia bajista: 1 períodos, -0.06%, drop desde max: 0.08%",-0.39547051961767254,-0.5174370563598856,,130.84086694,2.0279622666666666,,0,
2025-07-07T18:37:48.641231,OPEN,long,107652.33,0.000122,31.364312179925975,105499.2834,111958.4232,RSI Oversold + Confirmación,,,130.84086694,,,YES,0,NO
2025-07-07T18:44:53.200980,CLOSE,long,107759.6,0.000122,32.8631778203563,,,"Cambio de Tendencia: Tendencia bajista: 1 períodos, -0.02%, drop desde max: 0.07%",0.4982242372273971,0.6518809112935287,,130.84086694,7.0759958166666665,,0,
2025-07-07T19:45:02.704099,OPEN,short,108110.8,0.000121,68.47912872637237,110273.016,103786.368,RSI Overbought + Confirmación,,,130.84086694,,,YES,0,NO
2025-07-07T19:50:05.587650,CLOSE,short,108104.98,0.000121,64.500660688612,,,"Cambio de Tendencia: Tendencia alcista: 1 períodos, 0.06%, rise desde min: 0.06%",0.026916829770971006,0.031726401089235454,,117.86826814,5.048059183333334,,0,
2025-07-07T21:32:09.460537,OPEN,long,107879.77,0.000109,35.83019881784021,105722.1746,112194.96080000002,RSI Oversold + Confirmación,,,117.86826814,,,YES,0,NO
2025-07-07T21:39:43.754293,CLOSE,long,108076.94,0.000109,52.28331388074019,,,"Cambio de Tendencia: Tendencia bajista: 1 períodos, -0.04%, drop desde max: 0.04%",0.9138413995506212,1.1757954390214342,,128.66515345,7.571562599999999,,0,
2025-07-08T02:19:24.937908,OPEN,long,107704.01,0.000119,21.367999561185883,105549.9298,112012.1704,RSI Oversold + Confirmación,,,128.66515345,,,YES,0,NO
2025-07-08T02:19:55.649061,CLOSE,long,107648.98,0.000119,16.31602297669518,,,"Cambio de Tendencia: Tendencia bajista: 1 períodos, -0.05%, drop desde max: 0.05%",-0.05109373365021306,-0.06573983080438091,,128.66515345,0.51185255,,0,
