timestamp,price,rsi,volume,ema_fast,ema_slow,ema_trend,trend_direction,signal,in_position,position_side,unrealized_pnl_pct,pending_signal
2026-06-19T06:08:28.269346,62788.77,29.96,805.850370,64169.05,64423.48,68628.91,bearish,,False,,0.0000,
2026-06-19T06:38:38.339168,62734.34,29.65,908.309000,64164.10,64421.34,68628.37,bearish,,False,,0.0000,
2026-06-19T07:08:39.130662,62843.44,30.49,1033.797600,64174.02,64425.62,68629.46,bearish,,False,,0.0000,
2026-06-19T07:38:39.775849,62511.75,28.77,1283.216680,64143.86,64412.61,68626.16,bearish,,False,,0.0000,
2026-06-19T08:08:40.447917,62596.01,27.35,52.106690,64012.92,64345.83,68568.40,bearish,,False,,0.0000,
2026-06-19T08:38:41.868258,62740.0,28.58,268.524490,64026.01,64351.48,68569.84,bearish,,False,,0.0000,
2026-06-19T09:08:42.356587,62541.57,27.14,488.331270,64007.97,64343.70,68567.86,bearish,,False,,0.0000,
2026-06-19T09:38:42.779415,62448.01,26.80,820.532780,63999.47,64340.03,68566.93,bearish,,False,,0.0000,
2026-06-19T09:57:53.567372,62402.0,26.63,1324.850040,63995.28,64338.22,68566.47,bearish,,False,,0.0000,
2026-06-19T09:58:54.609619,62425.44,26.72,1347.685740,63997.41,64339.14,68566.71,bearish,,False,,0.0000,
2026-06-19T10:29:05.019283,62494.05,26.97,1808.788070,64003.65,64341.83,68567.39,bearish,,False,,0.0000,
2026-06-19T10:59:05.715131,62528.92,27.10,2110.893140,64006.82,64343.20,68567.74,bearish,,False,,0.0000,
2026-06-19T11:29:06.321534,62657.13,27.75,2486.655500,64018.48,64348.23,68569.01,bearish,,False,,0.0000,
2026-06-19T11:59:08.747657,62625.96,27.46,3116.164470,64015.64,64347.01,68568.70,bearish,,False,,0.0000,
2026-06-19T12:29:09.380782,62562.0,28.45,237.268760,63883.50,64277.02,68524.59,bearish,,False,,0.0000,
2026-06-19T12:59:09.994404,62774.01,30.23,624.639450,63902.77,64285.33,68526.70,bearish,,False,,0.0000,
2026-06-19T13:29:10.574437,62778.0,30.27,948.955970,63903.13,64285.49,68526.74,bearish,,False,,0.0000,
2026-06-19T13:59:11.465246,63225.7,34.46,1685.590870,63943.83,64303.04,68531.20,bearish,,False,,0.0000,
2026-06-19T14:29:21.313509,63294.99,35.06,2065.893630,63950.13,64305.76,68531.89,bearish,,False,,0.0000,
2026-06-19T14:59:24.416273,63205.1,34.28,2371.897160,63941.96,64302.24,68530.99,bearish,,False,,0.0000,
2026-06-19T15:29:24.875417,63061.98,32.99,2624.608570,63928.95,64296.62,68529.57,bearish,,False,,0.0000,
2026-06-19T15:59:25.265885,63214.01,34.36,2895.221970,63942.77,64302.58,68531.08,bearish,,False,,0.0000,
2026-06-19T16:29:25.654223,63319.11,39.05,393.528310,63886.07,64264.01,68466.49,bearish,,False,,0.0000,
2026-06-19T16:59:26.042082,62979.33,36.81,1015.357890,63855.18,64250.69,68463.11,bearish,,False,,0.0000,
2026-06-19T17:29:26.425251,62900.58,36.39,1394.813220,63848.03,64247.60,68462.33,bearish,,False,,0.0000,
2026-06-19T17:59:27.094427,63213.56,38.09,1858.396260,63876.48,64259.87,68465.44,bearish,,False,,0.0000,
2026-06-19T18:29:37.423804,63117.83,37.56,2040.568370,63867.78,64256.12,68464.49,bearish,,False,,0.0000,
2026-06-19T18:59:37.817697,63110.0,37.51,2202.758050,63867.06,64255.81,68464.41,bearish,,False,,0.0000,
2026-06-19T19:29:38.203768,62997.16,36.90,2351.229430,63856.81,64251.38,68463.29,bearish,,False,,0.0000,
2026-06-19T19:59:38.587006,63021.99,37.03,2486.787160,63859.06,64252.36,68463.54,bearish,,False,,0.0000,
2026-06-19T20:29:38.979977,63069.99,27.66,94.649480,63787.30,64205.98,68419.44,bearish,,False,,0.0000,
2026-06-19T20:59:39.373877,63260.0,29.88,217.106500,63804.57,64213.43,68421.33,bearish,,False,,0.0000,
2026-06-19T21:29:39.757179,63156.77,28.69,310.565070,63795.19,64209.38,68420.30,bearish,,False,,0.0000,
2026-06-19T21:59:40.442243,63075.99,27.73,398.844990,63787.84,64206.22,68419.50,bearish,,False,,0.0000,
2026-06-19T22:29:49.845749,63270.0,29.99,583.321350,63805.48,64213.82,68421.43,bearish,,False,,0.0000,
2026-06-19T22:59:50.225319,63310.0,30.44,940.412260,63809.12,64215.39,68421.82,bearish,,False,,0.0000,
2026-06-19T23:29:50.612171,63313.84,30.48,1091.099520,63809.46,64215.54,68421.86,bearish,,False,,0.0000,
2026-06-19T23:59:51.010440,63549.54,33.01,1630.491930,63830.89,64224.79,68424.21,bearish,,False,,0.0000,
2026-06-20T00:29:51.411992,63618.01,43.30,206.982180,63811.07,64200.79,68391.31,bearish,,False,,0.0000,
2026-06-20T00:59:51.792264,63530.01,42.34,640.034810,63803.07,64197.34,68390.43,bearish,,False,,0.0000,
2026-06-20T01:29:52.186999,63517.99,42.24,864.838860,63801.98,64196.87,68390.31,bearish,,False,,0.0000,
2026-06-20T01:59:52.828136,63582.8,42.90,982.741690,63807.87,64199.41,68390.96,bearish,,False,,0.0000,
2026-06-20T02:30:03.258166,63406.18,41.33,1089.344250,63791.82,64192.48,68389.20,bearish,,False,,0.0000,
2026-06-20T03:00:05.387786,63340.58,40.81,1347.701160,63785.85,64189.91,68388.55,bearish,,False,,0.0000,
2026-06-20T03:30:05.788119,63442.59,41.62,1515.291910,63795.13,64193.91,68389.56,bearish,,False,,0.0000,
2026-06-20T04:00:06.487363,63476.09,39.43,0.065120,63768.95,64167.07,68374.71,bearish,,False,,0.0000,
2026-06-20T04:30:06.942506,63570.76,40.58,110.799200,63777.56,64170.78,68375.65,bearish,,False,,0.0000,
2026-06-20T05:00:07.462614,63591.99,40.83,228.812360,63779.49,64171.61,68375.86,bearish,,False,,0.0000,
2026-06-20T05:30:08.114088,63633.11,41.31,588.083640,63783.22,64173.22,68376.27,bearish,,False,,0.0000,
2026-06-20T06:00:08.868557,63678.07,41.83,705.921890,63787.31,64174.99,68376.72,bearish,,False,,0.0000,
2026-06-20T06:30:19.575587,63700.0,42.08,814.052080,63789.31,64175.85,68376.94,bearish,,False,,0.0000,
2026-06-20T07:00:24.336827,63732.0,42.44,900.735480,63792.21,64177.10,68377.26,bearish,,False,,0.0000,
2026-06-20T07:30:25.305707,63784.04,43.02,1101.629420,63796.95,64179.14,68377.78,bearish,,False,,0.0000,
2026-06-20T08:00:26.289964,63658.07,43.55,0.759420,63773.67,64153.84,68308.19,bearish,,False,,0.0000,
2026-06-20T08:30:29.735623,63474.05,41.94,233.560560,63756.94,64146.63,68306.36,bearish,,False,,0.0000,
2026-06-20T09:00:30.621783,63438.86,41.65,551.372140,63753.74,64145.25,68306.01,bearish,,False,,0.0000,
2026-06-20T09:30:31.242934,63559.0,42.66,739.848750,63764.67,64149.96,68307.21,bearish,,False,,0.0000,
2026-06-20T10:00:32.281103,63721.61,44.28,901.725490,63779.45,64156.33,68308.82,bearish,,False,,0.0000,
2026-06-20T10:30:41.863150,63678.64,43.79,1064.057200,63775.54,64154.65,68308.40,bearish,,False,,0.0000,
2026-06-20T11:00:42.434811,63688.79,43.90,1167.300010,63776.47,64155.05,68308.50,bearish,,False,,0.0000,
2026-06-20T11:30:43.108547,63694.93,43.97,1405.435580,63777.02,64155.29,68308.56,bearish,,False,,0.0000,
