timestamp,action,side,price,quantity,rsi,stop_loss,take_profit,reason,pnl_pct,pnl_usdt,balance_before,balance_after,trade_duration_mins,signal_confirmed,confirmation_time_mins,recovered
2025-07-09T05:46:11.113667,OPEN,short,108730.61,0.0003,64.8615972895854,110905.2222,104381.3856,RSI Overbought + Confirmación,,,652.38007776,,,YES,0,NO
2025-07-09T06:00:19.078568,CLOSE,short,108800.0,0.0003,69.81690940622181,,,"Cambio de Tendencia: Tendencia alcista: 1 períodos, 0.02%, rise desde min: 0.09%",-0.06381827527685112,-0.39550742882584794,,619.74007776,14.132748350000002,,0,
2025-07-09T11:40:06.693442,OPEN,short,108973.46,0.000284,67.2897392767041,111152.92920000001,104614.52160000001,RSI Overbought + Confirmación,,,650.22213119,,,YES,0,NO
2025-07-09T11:44:09.322346,CLOSE,short,109040.78,0.000284,73.06911378294502,,,"Cambio de Tendencia: Tendencia alcista: 1 períodos, 0.03%, rise desde min: 0.10%",-0.06177650961985829,-0.3828223068469892,,619.68911679,4.043815066666666,,0,
2025-07-09T12:57:23.441221,OPEN,short,109287.99,0.000284,61.696626446687844,111473.7498,104916.4704,RSI Overbought + Confirmación,,,650.25915335,,,YES,0,NO
2025-07-09T13:01:56.035278,CLOSE,short,109400.18,0.000284,71.92713300438113,,,"Cambio de Tendencia: Tendencia alcista: 1 períodos, 0.03%, rise desde min: 0.10%",-0.10265537869256063,-0.6360805461407144,,619.62710015,4.543234283333334,,0,
2025-07-09T14:17:43.239599,OPEN,long,109366.47,0.000283,32.269045662636486,107179.1406,113741.1288,RSI Oversold + Confirmación,,,619.62710015,,,YES,0,NO
2025-07-09T14:26:18.439337,CLOSE,long,109397.16,0.000283,36.421580015960274,,,"Cambio de Tendencia: Tendencia bajista: 1 períodos, -0.06%, drop desde max: 0.06%",0.02806161705685694,0.1824643990197088,,650.22767095,8.5866623,,0,
2025-07-09T14:32:52.479799,OPEN,long,108769.51,0.000299,22.771959606221003,106594.11979999999,113120.2904,RSI Oversold + Confirmación,,,650.22767095,,,YES,0,NO
2025-07-09T14:35:24.372077,CLOSE,long,108721.73,0.000299,22.178322224536927,,,"Cambio de Tendencia: Tendencia bajista: 1 períodos, -0.09%, drop desde max: 0.10%",-0.04392775144431453,-0.28563039511707133,,650.22767095,2.531537966666667,,0,
2025-07-09T14:44:00.323769,OPEN,long,108692.23,0.000299,26.222274121284045,106518.3854,113039.9192,RSI Oversold + Confirmación,,,650.22767095,,,YES,0,NO
2025-07-09T14:48:02.983201,CLOSE,long,108617.19,0.000299,26.082883216322315,,,"Cambio de Tendencia: Tendencia bajista: 1 períodos, -0.11%, drop desde max: 0.11%",-0.06903897362303965,-0.44891051023687556,,650.22767095,4.044323866666667,,0,
2025-07-09T14:52:05.840670,OPEN,long,108758.75,0.000299,30.325077666056316,106583.575,113109.1,RSI Oversold + Confirmación,,,650.22767095,,,YES,0,NO
