timestamp,action,side,price,quantity,rsi,stop_loss,take_profit,reason,pnl_pct,pnl_usdt,balance_before,balance_after,trade_duration_mins,signal_confirmed,confirmation_time_mins,recovered
2025-07-09T14:58:39.615066,CLOSE,long,108914.86,0.000299,31.763144427010516,,,"Cambio de Tendencia: Tendencia bajista: 1 períodos, -0.08%, drop desde max: 0.11%",0.14353787626282996,0.9333229897548921,,650.22767095,6.562906600000001,,0,
2025-07-09T18:41:36.737819,OPEN,short,109415.38,0.000297,72.39036519817205,111603.6876,105038.7648,RSI Overbought + Confirmación,,,650.22767095,,,YES,0,NO
2025-07-09T18:48:11.428300,CLOSE,short,109478.99,0.000297,70.37046099637894,,,"Cambio de Tendencia: Tendencia alcista: 1 períodos, 0.05%, rise desde min: 0.09%",-0.058136251046242836,-0.35956036681953535,,618.47876385,6.578174683333333,,0,
2025-07-09T19:32:59.359547,OPEN,short,110325.0,0.00028,81.33622275831145,112531.5,105912.0,RSI Overbought + Confirmación,,,649.34051201,,,YES,0,NO
2025-07-09T19:34:00.307596,CLOSE,short,110321.99,0.00028,81.13650824727259,,,"Cambio de Tendencia: Tendencia alcista: 1 períodos, 0.05%, rise desde min: 0.05%",0.0027283027418941864,0.016873197911143077,,618.45035201,1.0158008166666666,,0,
2025-07-09T19:55:53.739230,OPEN,short,111642.36,0.000277,89.88761136238396,113875.2072,107176.6656,RSI Overbought + Confirmación,,,648.55049374,,,YES,0,NO
2025-07-09T19:56:24.575631,CLOSE,short,111717.01,0.000277,92.43960507499898,,,"Cambio de Tendencia: Tendencia alcista: 1 períodos, 0.07%, rise desde min: 0.07%",-0.0668653009484878,-0.4134871650879862,,618.38825104,0.5139400166666667,,0,
2025-07-09T20:04:33.369869,OPEN,short,111596.61,0.000277,88.32934792941809,113828.5422,107132.7456,RSI Overbought + Confirmación,,,648.48920466,,,YES,0,NO
2025-07-09T20:05:04.407622,CLOSE,short,111659.0,0.000277,88.09092246896199,,,"Cambio de Tendencia: Tendencia alcista: 1 períodos, 0.06%, rise desde min: 0.06%",-0.055906716162793316,-0.34569591950555706,,618.34416906,0.5172958833333333,,0,
2025-07-09T20:24:56.975432,OPEN,short,111079.47,0.000278,71.07608174002686,113301.0594,106636.29119999999,RSI Overbought + Confirmación,,,648.30197696,,,YES,0,NO
2025-07-09T20:26:58.404277,CLOSE,short,111013.58,0.000278,66.83594893530355,,,"Cambio de Tendencia: Tendencia alcista: 1 períodos, 0.07%, rise desde min: 0.07%",0.059317891956091814,0.3667793174716898,,618.32830766,2.0238140833333333,,0,
2025-07-09T21:02:03.903793,OPEN,long,110849.99,0.000279,24.142119043116082,108632.9902,115283.98960000002,RSI Oversold + Confirmación,,,618.32830766,,,YES,0,NO
2025-07-09T21:05:36.057751,CLOSE,long,111030.74,0.000279,33.3037753718736,,,"Cambio de Tendencia: Tendencia bajista: 1 períodos, -0.05%, drop desde max: 0.05%",0.16305820144864244,1.0570682119201815,,648.27662916,3.5358992999999996,,0,
2025-07-10T01:13:47.545668,OPEN,long,110996.12,0.000292,26.21076839826719,108776.1976,115435.9648,RSI Oversold + Confirmación,,,648.27662916,,,YES,0,NO
2025-07-10T01:59:11.106876,CLOSE,long,111264.31,0.000292,63.69211165531809,,,"Cambio de Tendencia: Tendencia bajista: 1 períodos, -0.01%, drop desde max: 0.08%",0.24162105846582954,1.5663728531629926,,648.27662916,45.3926868,,0,
2025-07-10T02:28:42.900514,OPEN,short,111452.33,0.000291,75.03056108783785,113681.3766,106994.2368,RSI Overbought + Confirmación,,,648.27662916,,,YES,0,NO
2025-07-10T02:31:14.553743,CLOSE,short,111348.75,0.000291,66.0714285714283,,,"Cambio de Tendencia: Tendencia alcista: 1 períodos, 0.06%, rise desde min: 0.06%",0.09293659450637035,0.5724759386021259,,615.98549166,2.527553816666667,,0,
2025-07-10T05:53:08.086186,OPEN,long,111054.72,0.000277,41.08670036869546,108833.6256,115496.9088,RSI Oversold + Confirmación,,,615.98549166,,,YES,0,NO
2025-07-10T05:58:11.827532,CLOSE,long,111086.13,0.000277,42.781992358382254,,,"Cambio de Tendencia: Tendencia bajista: 1 períodos, -0.05%, drop desde max: 0.06%",0.028283354368012,0.18269597498816129,,645.9487535,5.062355766666667,,0,
2025-07-10T06:40:25.355981,OPEN,short,111153.87,0.000291,67.5500578753682,113376.94739999999,106707.71519999999,RSI Overbought + Confirmación,,,645.9487535,,,YES,0,NO
2025-07-10T06:51:31.317796,CLOSE,short,111248.6,0.000291,71.35626514488793,,,"Cambio de Tendencia: Tendencia alcista: 1 períodos, 0.04%, rise desde min: 0.10%",-0.08522420316990356,-0.5230095655188743,,613.6866595,11.099363583333334,,0,
2025-07-10T07:11:22.529165,OPEN,short,111329.8,0.000276,60.47377162461982,113556.39600000001,106876.608,RSI Overbought + Confirmación,,,643.71564376,,,YES,0,NO
2025-07-10T07:11:53.239191,CLOSE,short,111384.23,0.000276,64.74611910077306,,,"Cambio de Tendencia: Tendencia alcista: 1 períodos, 0.05%, rise desde min: 0.05%",-0.0488907731802204,-0.30001426895933087,,613.64189896,0.5118337666666667,,0,
2025-07-10T08:16:29.097470,OPEN,long,111245.3,0.000276,33.01939862449581,109020.394,115695.11200000001,RSI Oversold + Confirmación,,,613.64189896,,,YES,0,NO
