timestamp,price,rsi,volume,signal,in_position,position_side,unrealized_pnl_pct,pending_signal,confirmation_status
2025-07-08T07:00:10.790247,108299.71,58.45749634162553,0.61579,,False,,0,,
2025-07-08T07:00:55.805876,108299.72,58.458468445995884,2.08254,,False,,0,,
2025-07-08T07:01:38.837442,108299.71,58.45749634162553,2.62081,,False,,0,,
2025-07-08T07:02:26.340676,108312.0,59.289800042370096,3.72678,,False,,0,,
2025-07-08T07:03:13.717194,108318.0,59.68400497070761,4.22662,,False,,0,,
2025-07-08T07:04:32.867542,108328.04,60.32683786745325,5.65097,,False,,0,,
2025-07-08T07:05:21.844864,108317.99,58.82275372113324,0.23364,,False,,0,,
2025-07-08T07:05:52.350004,108282.37,55.56057232714108,2.22845,,False,,0,,
2025-07-08T07:06:26.734422,108263.83,54.001785633218596,3.76797,,False,,0,,
2025-07-08T07:06:57.221441,108236.99,51.89407710093517,4.57158,,False,,0,,
2025-07-08T07:07:27.946890,108256.09,53.3766097790801,6.04572,,False,,0,,
2025-07-08T07:08:01.033427,108256.09,53.3766097790801,6.37265,,False,,0,,
2025-07-08T07:08:31.566390,108256.09,53.3766097790801,7.26239,,False,,0,,
2025-07-08T07:09:04.824568,108263.82,54.000968464378865,10.08434,,False,,0,,
2025-07-08T07:09:35.343417,108263.83,54.001785633218596,10.80108,,False,,0,,
2025-07-08T07:10:09.026541,108263.82,52.03698444255151,0.07827,,False,,0,,
2025-07-08T07:10:39.491396,108263.82,52.03698444255151,0.60603,,False,,0,,
2025-07-08T07:11:12.376792,108268.32,52.37520759565108,1.85895,,False,,0,,
2025-07-08T07:11:42.865166,108273.96,52.79235906196647,3.14845,,False,,0,,
2025-07-08T07:12:13.152176,108273.96,52.79235906196647,4.34801,,False,,0,,
2025-07-08T07:12:43.874763,108260.45,51.76175154987018,12.07699,,False,,0,,
2025-07-08T07:13:14.112647,108260.45,51.76175154987018,12.26032,,False,,0,,
2025-07-08T07:13:44.349794,108260.45,51.76175154987018,12.66144,,False,,0,,
2025-07-08T07:14:14.589090,108260.43,51.76012681074059,13.80329,,False,,0,,
2025-07-08T07:14:44.825133,108240.01,50.15283079122208,16.00689,,False,,0,,
2025-07-08T07:15:15.310928,108221.76,51.2916219536851,2.53013,,False,,0,,
2025-07-08T07:15:45.548151,108221.77,51.29241967090805,3.27037,,False,,0,,
2025-07-08T07:16:15.785577,108258.33,54.13478882876198,5.92872,,False,,0,,
2025-07-08T07:16:46.023720,108258.34,54.13550202926498,7.15516,,False,,0,,
2025-07-08T07:17:16.262958,108247.5,53.34914986160568,9.063,,False,,0,,
2025-07-08T07:17:46.738871,108232.07,52.127457798572095,10.34382,,False,,0,,
2025-07-08T07:18:16.976333,108273.78,55.21084840478047,13.00872,,False,,0,,
2025-07-08T07:18:47.214600,108273.78,55.21084840478047,13.34199,,False,,0,,
2025-07-08T07:19:17.451445,108273.78,55.21084840478047,13.64317,,False,,0,,
2025-07-08T07:19:47.687924,108285.95,56.02355747726255,14.46545,,False,,0,,
2025-07-08T07:20:18.171132,108303.02,54.99282815027313,2.57985,,False,,0,,
2025-07-08T07:20:48.407465,108303.02,54.99282815027313,3.53751,,False,,0,,
2025-07-08T07:21:18.643184,108303.02,54.99282815027313,4.0253,,False,,0,,
2025-07-08T07:21:48.882353,108315.38,55.82596974689231,5.05391,,False,,0,,
2025-07-08T07:22:19.119714,108326.67,56.56047953578064,7.38848,,False,,0,,
2025-07-08T07:22:49.842303,108326.66,56.55983975963934,7.72442,,False,,0,,
2025-07-08T07:23:20.080317,108348.83,57.93339513656111,8.92371,,False,,0,,
2025-07-08T07:23:50.316492,108356.82,58.40736666948701,9.92506,,False,,0,,
2025-07-08T07:24:20.556729,108379.21,59.68039588260216,11.30988,,False,,0,,
2025-07-08T07:24:50.795282,108368.09,59.05803639594061,12.19292,,False,,0,,
2025-07-08T07:25:21.277269,108368.08,61.755740703108536,1.38288,,False,,0,,
2025-07-08T07:25:51.515920,108332.63,58.73355512914289,16.06876,,False,,0,,
2025-07-08T07:26:21.757780,108384.69,62.656442674300834,37.9274,,False,,0,,
2025-07-08T07:26:51.996485,108384.69,62.656442674300834,38.23926,,False,,0,,
2025-07-08T07:27:22.233133,108384.68,62.65591336886144,39.59666,,False,,0,,
2025-07-08T07:27:52.723031,108374.0,62.08191813942691,41.80384,,False,,0,,
2025-07-08T07:28:22.960676,108374.01,62.08246384111564,42.1445,,False,,0,,
2025-07-08T07:28:53.196853,108374.0,62.08191813942691,42.6616,,False,,0,,
2025-07-08T07:29:23.436139,108362.13,61.22695678452674,45.189,,False,,0,,
2025-07-08T07:29:53.673622,108362.13,61.22695678452674,45.79878,,False,,0,,
2025-07-08T07:30:24.153111,108362.14,60.75512374182409,1.1231,,False,,0,,
2025-07-08T07:30:54.390527,108335.12,58.45444480260041,7.87639,,False,,0,,
2025-07-08T07:31:24.626187,108328.31,57.901824138600695,12.27119,,False,,0,,
2025-07-08T07:31:54.864521,108329.96,58.03475768411989,15.83151,,False,,0,,
2025-07-08T07:32:25.114461,108351.85,59.85792192881754,18.22498,,False,,0,,
2025-07-08T07:32:58.305445,108379.7,61.733918502420984,22.04505,,False,,0,,
2025-07-08T07:33:28.544758,108384.97,62.01821411452856,29.29223,,False,,0,,
2025-07-08T07:33:59.579618,108384.96,62.017678654504806,32.42938,,False,,0,,
2025-07-08T07:34:29.984287,108384.96,62.017678654504806,33.14335,,False,,0,,
2025-07-08T07:35:00.221348,108385.0,62.019820404019974,35.25467,,False,,0,,
2025-07-08T07:35:30.728353,108399.97,65.3301548094316,9.45909,,False,,0,,
2025-07-08T07:36:00.995400,108403.53,65.50650092870342,15.81524,,False,,0,,
2025-07-08T07:36:31.242233,108403.53,65.50650092870342,20.71332,,False,,0,,
2025-07-08T07:37:01.508706,108419.28,66.26563264165375,27.65776,,False,,0,,
2025-07-08T07:37:31.755164,108396.02,65.13236759629648,70.5487,,False,,0,,
2025-07-08T07:38:02.273215,108385.84,64.61206959733727,72.71242,,False,,0,,
2025-07-08T07:38:32.535909,108356.24,61.953445143846864,79.77486,,False,,0,,
2025-07-08T07:39:02.800959,108377.75,63.888646858934685,81.30253,,False,,0,,
2025-07-08T07:39:33.049794,108382.42,64.32487754952771,81.81549,,False,,0,,
2025-07-08T07:40:03.312808,108385.67,59.838969939945585,0.1121,,False,,0,,
2025-07-08T07:40:33.828558,108385.67,59.838969939945585,0.63639,,False,,0,,
2025-07-08T07:41:04.085173,108390.49,60.15842891327628,3.34069,,False,,0,,
2025-07-08T07:41:34.334681,108390.49,60.15842891327628,4.62992,,False,,0,,
2025-07-08T07:42:04.592984,108390.49,60.15842891327628,5.30548,,False,,0,,
2025-07-08T07:42:35.984966,108411.16,61.47266285787185,9.536,,False,,0,,
2025-07-08T07:43:06.786174,108411.16,61.47266285787185,16.14202,,False,,0,,
2025-07-08T07:43:37.049505,108411.16,61.47266285787185,18.85285,,False,,0,,
2025-07-08T07:44:07.314048,108414.59,61.68240615824044,22.40001,,False,,0,,
2025-07-08T07:44:37.576734,108416.89,61.82177591523602,23.93724,,False,,0,,
2025-07-08T07:45:07.846683,108417.16,67.55426617624106,0.73966,,False,,0,,
2025-07-08T07:45:38.383472,108408.0,66.50233744156264,8.79386,,False,,0,,
2025-07-08T07:46:08.650448,108408.0,66.50233744156264,9.61452,,False,,0,,
2025-07-08T07:46:38.915015,108408.01,66.50346797225431,14.3318,,False,,0,,
2025-07-08T07:47:09.177567,108408.01,66.50346797225431,16.89372,,False,,0,,
2025-07-08T07:47:39.440117,108408.01,66.50346797225431,18.46717,,False,,0,,
2025-07-08T07:48:09.963417,108413.99,67.18648026654684,20.18544,,False,,0,,
2025-07-08T07:48:40.228638,108414.0,67.18763417775733,20.55755,,False,,0,,
2025-07-08T07:49:10.494107,108414.0,67.18763417775733,21.40968,,False,,0,,
2025-07-08T07:49:40.759814,108434.31,68.48752180329939,23.10008,,False,,0,,
2025-07-08T07:50:11.024500,108441.08,62.48727214646419,0.4689,,False,,0,,
2025-07-08T07:50:41.560149,108426.12,60.67544250789838,5.65767,,False,,0,,
2025-07-08T07:51:11.828423,108426.11,60.67426621689617,9.97463,,False,,0,,
2025-07-08T07:51:42.092217,108443.27,62.65057845982508,17.60733,,False,,0,,
2025-07-08T07:52:12.356193,108456.89,63.635131996592484,21.12805,,False,,0,,
2025-07-08T07:52:42.620756,108432.82,61.47394472707224,24.96451,,False,,0,,
2025-07-08T07:53:13.431010,108458.2,63.727098978743456,27.23814,,False,,0,,
2025-07-08T07:53:43.700821,108458.19,63.72639870265167,28.22472,,False,,0,,
