timestamp,price,rsi,volume,ema_fast,ema_slow,ema_trend,trend_direction,signal,in_position,position_side,unrealized_pnl_pct,pending_signal
2026-05-23T05:18:08.862039,75551.11,28.34,288.770310,76873.63,77649.86,77950.59,bearish,,False,,0.0000,
2026-05-23T05:48:18.312074,75487.09,27.95,409.638970,76867.81,77647.35,77949.95,bearish,,False,,0.0000,
2026-05-23T06:18:18.696383,75495.1,28.00,529.161300,76868.54,77647.66,77950.03,bearish,,False,,0.0000,
2026-05-23T06:48:34.660985,75394.55,27.41,617.462030,76859.40,77643.72,77949.03,bearish,,False,,0.0000,
2026-05-23T07:10:43.814550,75356.3,27.19,788.440020,76855.92,77642.22,77948.65,bearish,,False,,0.0000,
2026-05-23T07:35:38.889144,75267.31,26.70,1013.855470,76847.83,77638.73,77947.76,bearish,,False,,0.0000,
2026-05-23T08:05:48.060639,74595.21,15.50,100.680120,76588.67,77494.55,77855.06,bearish,,False,,0.0000,
2026-05-23T08:35:48.447209,74515.16,15.26,494.291610,76581.39,77491.41,77854.26,bearish,,False,,0.0000,
2026-05-23T09:05:48.874299,74649.22,16.21,1001.877210,76593.58,77496.67,77855.60,bearish,,False,,0.0000,
2026-05-23T09:35:49.251256,74704.99,17.12,1214.540940,76598.65,77498.86,77856.15,bearish,,False,,0.0000,
2026-05-23T10:05:49.647802,74669.89,16.55,1437.892210,76595.46,77497.48,77855.80,bearish,,False,,0.0000,
2026-05-23T10:35:50.035854,74771.98,18.18,1589.865240,76604.74,77501.49,77856.82,bearish,,False,,0.0000,
2026-05-23T11:05:50.434541,74762.81,18.04,2077.763930,76603.91,77501.13,77856.73,bearish,,False,,0.0000,
2026-05-23T11:35:51.072180,74830.01,19.09,2299.131450,76610.02,77503.76,77857.40,bearish,,False,,0.0000,
2026-05-23T12:06:01.109120,74768.1,19.08,67.707610,76439.26,77394.91,77707.25,bearish,,False,,0.0000,
2026-05-23T12:36:01.583261,74741.42,18.98,352.651540,76436.84,77393.86,77706.98,bearish,,False,,0.0000,
2026-05-23T13:06:02.250728,74908.15,21.02,641.875300,76451.99,77400.40,77708.64,bearish,,False,,0.0000,
2026-05-23T13:36:02.680549,74913.49,21.10,979.892660,76452.48,77400.61,77708.69,bearish,,False,,0.0000,
2026-05-23T14:06:03.774190,75108.16,23.98,1414.785470,76470.18,77408.24,77710.63,bearish,,False,,0.0000,
2026-05-23T14:36:04.170352,75360.6,27.41,1882.180890,76493.13,77418.14,77713.14,bearish,,False,,0.0000,
2026-05-23T15:06:04.573779,75535.01,29.60,2359.312120,76508.98,77424.98,77714.88,bearish,,False,,0.0000,
2026-05-23T15:36:05.236037,75442.83,28.46,2709.729290,76500.60,77421.37,77713.96,bearish,,False,,0.0000,
2026-05-23T16:06:15.336335,75582.96,34.31,47.283480,76423.56,77352.18,77699.41,bearish,,False,,0.0000,
2026-05-23T16:36:15.723537,75496.59,33.34,198.848820,76415.71,77348.80,77698.55,bearish,,False,,0.0000,
2026-05-23T17:06:16.128054,75459.23,33.09,590.015950,76412.31,77347.33,77698.18,bearish,,False,,0.0000,
2026-05-23T17:36:16.527731,75445.33,33.00,767.766010,76411.05,77346.79,77698.04,bearish,,False,,0.0000,
2026-05-23T18:06:16.910704,75558.59,34.00,1011.055860,76421.34,77351.23,77699.17,bearish,,False,,0.0000,
2026-05-23T18:36:17.295205,75914.37,38.30,1274.777080,76453.69,77365.18,77702.71,bearish,,False,,0.0000,
2026-05-23T19:06:17.694236,75803.75,37.03,1442.212690,76443.63,77360.84,77701.61,bearish,,False,,0.0000,
2026-05-23T19:36:18.356285,75892.01,38.05,1637.253900,76451.65,77364.30,77702.49,bearish,,False,,0.0000,
2026-05-23T20:06:28.119965,75964.42,38.16,23.158610,76414.92,77312.84,77669.97,bearish,,False,,0.0000,
2026-05-23T20:36:28.514441,76324.14,41.92,423.783250,76447.62,77326.95,77673.55,bearish,,False,,0.0000,
2026-05-23T21:06:28.892685,76948.8,47.58,1476.849990,76504.41,77351.45,77679.76,bearish,,False,,0.0000,
2026-05-23T21:36:29.283658,76878.23,46.99,2120.318890,76497.99,77348.68,77679.06,bearish,,False,,0.0000,
2026-05-23T22:06:29.659744,76779.35,46.16,2463.125470,76489.00,77344.80,77678.08,bearish,,False,,0.0000,
2026-05-23T22:36:30.268073,76426.25,42.93,2707.759720,76456.90,77330.95,77674.56,bearish,,False,,0.0000,
2026-05-23T23:06:30.656878,76733.33,45.76,2976.557420,76484.82,77343.00,77677.62,bearish,,False,,0.0000,
2026-05-23T23:36:32.004679,76697.58,45.44,3158.470020,76481.57,77341.59,77677.26,bearish,,False,,0.0000,
2026-05-24T00:06:42.151596,76664.7,41.27,166.006390,76502.71,77317.07,77620.40,bearish,,False,,0.0000,
2026-05-24T00:36:42.517882,76756.96,41.94,250.712300,76511.10,77320.69,77621.32,bearish,,False,,0.0000,
2026-05-24T01:06:42.884742,76760.96,41.98,419.313450,76511.46,77320.85,77621.36,bearish,,False,,0.0000,
2026-05-24T01:36:43.253458,76907.02,43.41,519.102630,76524.74,77326.58,77622.81,bearish,,False,,0.0000,
2026-05-24T02:06:43.612791,76870.0,43.05,640.245720,76521.38,77325.12,77622.44,bearish,,False,,0.0000,
