timestamp,action,side,price,quantity,rsi,ema_fast,ema_slow,ema_trend,trend_direction,stop_loss,take_profit,reason,pnl_pct,pnl_usdt,balance_before,balance_after,trade_duration_hours,signal_confirmed,confirmation_time_hours,pullback_type
2025-08-13T10:05:25.046122,OPEN,long,120174.05,0.000157,39.34920078250435,119128.84949537882,117943.40653502717,116148.77753616891,bullish,116568.8285,127384.49300000002,Swing Long + EMA Filter,,,609.01796572,,,NO,0,Unknown
