timestamp,price,rsi,volume,signal,in_position,position_side,unrealized_pnl_pct
2025-07-01T19:25:12.304576,105778.59,38.573771475429254,0.77906,,False,,0
2025-07-01T19:25:42.836602,105771.37,38.12703976791941,5.72701,,False,,0
2025-07-01T19:26:13.262786,105766.58,37.859990915055754,6.95215,,False,,0
2025-07-01T19:26:43.591269,105755.42,37.4382367914074,13.32985,,False,,0
2025-07-01T19:27:14.110373,105799.99,39.860776596369895,18.02707,,False,,0
2025-07-01T19:27:44.347469,105745.23,37.061264822134156,35.19777,,False,,0
2025-07-01T19:28:14.663626,105750.02,37.23751749883348,43.63689,,False,,0
2025-07-01T19:28:45.016927,105767.92,37.91127149225203,44.82587,,False,,0
2025-07-01T19:29:15.353451,105750.49,37.25490196078443,49.18238,,False,,0
2025-07-01T19:29:45.636062,105750.5,37.25527201930996,51.58529,,False,,0
2025-07-01T19:30:15.877003,105749.45,40.96525673310849,2.12689,,False,,0
2025-07-01T19:30:46.115608,105728.06,39.86395280863062,3.85229,,False,,0
2025-07-01T19:31:16.538436,105740.44,40.39548935345279,5.51675,,False,,0
