timestamp,price,rsi,volume,signal,in_position,position_side,unrealized_pnl_pct
2025-06-26T19:54:49.942135,107545.08,61.106436684897204,35.35271,,False,,0
2025-06-26T19:55:20.623922,107514.01,64.15557327771322,1.48397,,False,,0
2025-06-26T19:55:50.864387,107519.66,64.60340993328482,2.10821,,False,,0
2025-06-26T19:56:21.126801,107545.12,66.52822662088494,3.8947,,False,,0
2025-06-26T19:56:51.364268,107579.99,67.93949433515175,5.06265,,False,,0
2025-06-26T19:57:21.600521,107605.87,68.91231196726528,12.52177,,False,,0
2025-06-26T19:57:51.840353,107620.0,69.41894260933796,14.15605,,False,,0
2025-06-26T19:58:22.078719,107650.0,70.44167484170204,19.13927,,False,,0
2025-06-26T19:58:52.313867,107630.93,69.79965146872921,29.388,,False,,0
2025-06-26T19:59:23.000514,107597.99,68.62241577222176,46.42719,,False,,0
2025-06-26T19:59:53.237880,107507.85,63.674334214148466,57.8513,,False,,0
2025-06-26T20:00:23.925248,107464.71,57.79983191615622,12.8915,,False,,0
2025-06-26T20:01:24.067161,107453.81,57.03153581619936,14.5005,,False,,0
2025-06-26T20:01:54.304833,107464.46,57.78197857592982,16.27295,,False,,0
2025-06-26T20:02:24.541920,107459.4,57.42298294512679,27.01072,,False,,0
2025-06-26T20:02:54.780251,107476.56,58.658923576705305,28.16267,,False,,0
2025-06-26T20:03:25.040738,107476.55,58.6581878386516,28.34314,,False,,0
2025-06-26T20:03:55.276706,107480.0,58.913117418086976,32.30157,,False,,0
2025-06-26T20:04:25.515234,107462.0,57.606888141605936,33.7695,,False,,0
2025-06-26T20:04:55.753680,107453.63,57.019019751280425,34.10354,,False,,0
2025-06-26T20:05:25.990433,107483.99,56.20488738151156,1.41654,,False,,0
2025-06-26T20:05:56.225812,107613.44,62.272308910721684,12.28199,,False,,0
2025-06-26T20:06:26.462055,107629.26,62.900442012207805,17.60734,,False,,0
2025-06-26T20:06:56.698683,107587.99,61.21593522053427,18.43246,,False,,0
2025-06-26T20:07:26.936445,107612.39,62.229865106661116,19.09518,,False,,0
2025-06-26T20:07:57.173770,107612.39,62.229865106661116,19.23228,,False,,0
2025-06-26T20:08:27.413734,107625.37,62.74793672263833,20.06993,,False,,0
2025-06-26T20:08:57.651249,107625.39,62.748724018048705,20.38831,,False,,0
2025-06-26T20:09:27.888192,107629.24,62.89966111684128,20.7587,,False,,0
2025-06-26T20:09:58.125256,107621.49,62.594569357936656,23.64179,,False,,0
2025-06-26T20:10:28.363537,107627.0,58.678732183046066,0.26492,,False,,0
2025-06-26T20:10:58.603071,107590.0,56.25365941539455,1.88075,,False,,0
2025-06-26T20:11:28.840587,107583.33,55.83432984275674,2.52443,,False,,0
2025-06-26T20:11:59.076943,107583.33,55.83432984275674,2.66192,,False,,0
